lesson_number,domain_id,domain,service_group,microservice_id,microservice_name,team_id,db_cluster,database_name,schema_name,table_name,full_table_name,table_class,data_classification,storage_role,target_postgres_version,connector_scope,replication_slot_strategy,proposed_cdc_enabled,effective_cdc_mode,proposed_kafka_topic,effective_kafka_topic,bronze_target,silver_target,gold_target,implementation_status,policy_reason
202,1,identity,identity-platform,svc-0002,identity-02,team-001,pg-cluster-018,identity_svc_02,identity,allocation_identity,identity_svc_02.identity.allocation_identity,transactional,restricted,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,EXCLUDED,fk.pg.cdc.identity.allocation_identity,,,,,PLANNED,Restricted source table; raw CDC and downstream publication are disabled.
202,1,identity,identity-platform,svc-0002,identity-02,team-001,pg-cluster-017,identity_svc_02,identity,attempt_identity,identity_svc_02.identity.attempt_identity,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.attempt_identity,fk.pg.cdc.identity.attempt_identity,bronze.identity_attempt_identity,silver.identity_attempt_identity,gold.identity_attempt_metrics,PLANNED,Internal table approved for full CDC.
202,1,identity,identity-platform,svc-0002,identity-02,team-001,pg-cluster-012,identity_svc_02,identity,detail_identity,identity_svc_02.identity.detail_identity,transactional,restricted,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,EXCLUDED,fk.pg.cdc.identity.detail_identity,,,,,PLANNED,Restricted source table; raw CDC and downstream publication are disabled.
202,1,identity,identity-platform,svc-0002,identity-02,team-001,pg-cluster-011,identity_svc_02,identity,item_identity,identity_svc_02.identity.item_identity,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.item_identity,fk.pg.cdc.identity.item_identity,bronze.identity_item_identity,silver.identity_item_identity,gold.identity_item_metrics,PLANNED,Internal table approved for full CDC.
202,1,identity,identity-platform,svc-0002,identity-02,team-001,pg-cluster-020,identity_svc_02,identity,movement_identity,identity_svc_02.identity.movement_identity,history,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.movement_identity,fk.pg.cdc.identity.movement_identity,bronze.identity_movement_identity,silver.identity_movement_identity,gold.identity_movement_metrics,PLANNED,Internal table approved for full CDC.
202,1,identity,identity-platform,svc-0002,identity-02,team-001,pg-cluster-015,identity_svc_02,identity,request_identity,identity_svc_02.identity.request_identity,reference,restricted,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,EXCLUDED,fk.pg.cdc.identity.request_identity,,,,,PLANNED,Restricted source table; raw CDC and downstream publication are disabled.
202,1,identity,identity-platform,svc-0002,identity-02,team-001,pg-cluster-019,identity_svc_02,identity,reservation_identity,identity_svc_02.identity.reservation_identity,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.reservation_identity,fk.pg.cdc.identity.reservation_identity,bronze.identity_reservation_identity,silver.identity_reservation_identity,gold.identity_reservation_metrics,PLANNED,Internal table approved for full CDC.
202,1,identity,identity-platform,svc-0002,identity-02,team-001,pg-cluster-016,identity_svc_02,identity,response_identity,identity_svc_02.identity.response_identity,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.response_identity,fk.pg.cdc.identity.response_identity,bronze.identity_response_identity,silver.identity_response_identity,gold.identity_response_metrics,PLANNED,Internal table approved for full CDC.
202,1,identity,identity-platform,svc-0002,identity-02,team-001,pg-cluster-013,identity_svc_02,identity,snapshot_identity,identity_svc_02.identity.snapshot_identity,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.snapshot_identity,fk.pg.cdc.identity.snapshot_identity,bronze.identity_snapshot_identity,silver.identity_snapshot_identity,gold.identity_snapshot_metrics,PLANNED,Internal table approved for full CDC.
202,1,identity,identity-platform,svc-0002,identity-02,team-001,pg-cluster-014,identity_svc_02,identity,transaction_identity,identity_svc_02.identity.transaction_identity,event,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.transaction_identity,fk.pg.cdc.identity.transaction_identity,bronze.identity_transaction_identity,silver.identity_transaction_identity,gold.identity_transaction_metrics,PLANNED,Internal table approved for full CDC.
203,1,identity,identity-platform,svc-0003,identity-03,team-001,pg-cluster-021,identity_svc_03,identity,adjustment_identity,identity_svc_03.identity.adjustment_identity,event,restricted,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,EXCLUDED,fk.pg.cdc.identity.adjustment_identity,,,,,PLANNED,Restricted source table; raw CDC and downstream publication are disabled.
203,1,identity,identity-platform,svc-0003,identity-03,team-001,pg-cluster-028,identity_svc_03,identity,campaign_identity,identity_svc_03.identity.campaign_identity,event,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.campaign_identity,fk.pg.cdc.identity.campaign_identity,bronze.identity_campaign_identity,silver.identity_campaign_identity,gold.identity_campaign_metrics,PLANNED,Internal table approved for full CDC.
203,1,identity,identity-platform,svc-0003,identity-03,team-001,pg-cluster-022,identity_svc_03,identity,configuration_identity,identity_svc_03.identity.configuration_identity,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.configuration_identity,fk.pg.cdc.identity.configuration_identity,bronze.identity_configuration_identity,silver.identity_configuration_identity,gold.identity_configuration_metrics,PLANNED,Internal table approved for full CDC.
203,1,identity,identity-platform,svc-0003,identity-03,team-001,pg-cluster-024,identity_svc_03,identity,document_identity,identity_svc_03.identity.document_identity,transactional,restricted,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,EXCLUDED,fk.pg.cdc.identity.document_identity,,,,,PLANNED,Restricted source table; raw CDC and downstream publication are disabled.
203,1,identity,identity-platform,svc-0003,identity-03,team-001,pg-cluster-025,identity_svc_03,identity,metric_identity,identity_svc_03.identity.metric_identity,reference,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.metric_identity,fk.pg.cdc.identity.metric_identity,bronze.identity_metric_identity,silver.identity_metric_identity,gold.identity_metric_metrics,PLANNED,Internal table approved for full CDC.
203,1,identity,identity-platform,svc-0003,identity-03,team-001,pg-cluster-029,identity_svc_03,identity,offer_identity,identity_svc_03.identity.offer_identity,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.offer_identity,fk.pg.cdc.identity.offer_identity,bronze.identity_offer_identity,silver.identity_offer_identity,gold.identity_offer_metrics,PLANNED,Internal table approved for full CDC.
203,1,identity,identity-platform,svc-0003,identity-03,team-001,pg-cluster-023,identity_svc_03,identity,policy_identity,identity_svc_03.identity.policy_identity,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.policy_identity,fk.pg.cdc.identity.policy_identity,bronze.identity_policy_identity,silver.identity_policy_identity,gold.identity_policy_metrics,PLANNED,Internal table approved for full CDC.
203,1,identity,identity-platform,svc-0003,identity-03,team-001,pg-cluster-030,identity_svc_03,identity,redemption_identity,identity_svc_03.identity.redemption_identity,history,restricted,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,EXCLUDED,fk.pg.cdc.identity.redemption_identity,,,,,PLANNED,Restricted source table; raw CDC and downstream publication are disabled.
203,1,identity,identity-platform,svc-0003,identity-03,team-001,pg-cluster-026,identity_svc_03,identity,score_identity,identity_svc_03.identity.score_identity,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.score_identity,fk.pg.cdc.identity.score_identity,bronze.identity_score_identity,silver.identity_score_identity,gold.identity_score_metrics,PLANNED,Internal table approved for full CDC.
203,1,identity,identity-platform,svc-0003,identity-03,team-001,pg-cluster-027,identity_svc_03,identity,segment_identity,identity_svc_03.identity.segment_identity,transactional,restricted,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,EXCLUDED,fk.pg.cdc.identity.segment_identity,,,,,PLANNED,Restricted source table; raw CDC and downstream publication are disabled.
204,1,identity,identity-platform,svc-0004,identity-04,team-001,pg-cluster-032,identity_svc_04,identity,balance_identity,identity_svc_04.identity.balance_identity,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.balance_identity,fk.pg.cdc.identity.balance_identity,bronze.identity_balance_identity,silver.identity_balance_identity,gold.identity_balance_metrics,PLANNED,Internal table approved for full CDC.
204,1,identity,identity-platform,svc-0004,identity-04,team-001,pg-cluster-035,identity_svc_04,identity,batch_identity,identity_svc_04.identity.batch_identity,event,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.batch_identity,fk.pg.cdc.identity.batch_identity,bronze.identity_batch_identity,silver.identity_batch_identity,gold.identity_batch_metrics,PLANNED,Internal table approved for full CDC.
204,1,identity,identity-platform,svc-0004,identity-04,team-001,pg-cluster-039,identity_svc_04,identity,checkpoint_identity,identity_svc_04.identity.checkpoint_identity,transactional,restricted,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,EXCLUDED,fk.pg.cdc.identity.checkpoint_identity,,,,,PLANNED,Restricted source table; raw CDC and downstream publication are disabled.
204,1,identity,identity-platform,svc-0004,identity-04,team-001,pg-cluster-040,identity_svc_04,identity,exception_identity,identity_svc_04.identity.exception_identity,history,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.exception_identity,fk.pg.cdc.identity.exception_identity,bronze.identity_exception_identity,silver.identity_exception_identity,gold.identity_exception_metrics,PLANNED,Internal table approved for full CDC.
204,1,identity,identity-platform,svc-0004,identity-04,team-001,pg-cluster-033,identity_svc_04,identity,invoice_identity,identity_svc_04.identity.invoice_identity,transactional,restricted,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,EXCLUDED,fk.pg.cdc.identity.invoice_identity,,,,,PLANNED,Restricted source table; raw CDC and downstream publication are disabled.
204,1,identity,identity-platform,svc-0004,identity-04,team-001,pg-cluster-036,identity_svc_04,identity,job_identity,identity_svc_04.identity.job_identity,transactional,restricted,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,EXCLUDED,fk.pg.cdc.identity.job_identity,,,,,PLANNED,Restricted source table; raw CDC and downstream publication are disabled.
204,1,identity,identity-platform,svc-0004,identity-04,team-001,pg-cluster-031,identity_svc_04,identity,ledger_identity,identity_svc_04.identity.ledger_identity,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.ledger_identity,fk.pg.cdc.identity.ledger_identity,bronze.identity_ledger_identity,silver.identity_ledger_identity,gold.identity_ledger_metrics,PLANNED,Internal table approved for full CDC.
204,1,identity,identity-platform,svc-0004,identity-04,team-001,pg-cluster-034,identity_svc_04,identity,line_identity,identity_svc_04.identity.line_identity,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.line_identity,fk.pg.cdc.identity.line_identity,bronze.identity_line_identity,silver.identity_line_identity,gold.identity_line_metrics,PLANNED,Internal table approved for full CDC.
204,1,identity,identity-platform,svc-0004,identity-04,team-001,pg-cluster-038,identity_svc_04,identity,run_identity,identity_svc_04.identity.run_identity,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.run_identity,fk.pg.cdc.identity.run_identity,bronze.identity_run_identity,silver.identity_run_identity,gold.identity_run_metrics,PLANNED,Internal table approved for full CDC.
204,1,identity,identity-platform,svc-0004,identity-04,team-001,pg-cluster-037,identity_svc_04,identity,task_identity,identity_svc_04.identity.task_identity,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.task_identity,fk.pg.cdc.identity.task_identity,bronze.identity_task_identity,silver.identity_task_identity,gold.identity_task_metrics,PLANNED,Internal table approved for full CDC.
205,1,identity,identity-platform,svc-0005,identity-05,team-001,pg-cluster-041,identity_svc_05,identity,alert_identity,identity_svc_05.identity.alert_identity,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.alert_identity,fk.pg.cdc.identity.alert_identity,bronze.identity_alert_identity,silver.identity_alert_identity,gold.identity_alert_metrics,PLANNED,Internal table approved for full CDC.
205,1,identity,identity-platform,svc-0005,identity-05,team-001,pg-cluster-045,identity_svc_05,identity,approval_identity,identity_svc_05.identity.approval_identity,reference,restricted,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,EXCLUDED,fk.pg.cdc.identity.approval_identity,,,,,PLANNED,Restricted source table; raw CDC and downstream publication are disabled.
205,1,identity,identity-platform,svc-0005,identity-05,team-001,pg-cluster-046,identity_svc_05,identity,assignment_identity,identity_svc_05.identity.assignment_identity,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.assignment_identity,fk.pg.cdc.identity.assignment_identity,bronze.identity_assignment_identity,silver.identity_assignment_identity,gold.identity_assignment_metrics,PLANNED,Internal table approved for full CDC.
205,1,identity,identity-platform,svc-0005,identity-05,team-001,pg-cluster-049,identity_svc_05,identity,availability_identity,identity_svc_05.identity.availability_identity,event,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.availability_identity,fk.pg.cdc.identity.availability_identity,bronze.identity_availability_identity,silver.identity_availability_identity,gold.identity_availability_metrics,PLANNED,Internal table approved for full CDC.
205,1,identity,identity-platform,svc-0005,identity-05,team-001,pg-cluster-048,identity_svc_05,identity,capacity_identity,identity_svc_05.identity.capacity_identity,transactional,restricted,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,EXCLUDED,fk.pg.cdc.identity.capacity_identity,,,,,PLANNED,Restricted source table; raw CDC and downstream publication are disabled.
205,1,identity,identity-platform,svc-0005,identity-05,team-001,pg-cluster-042,identity_svc_05,identity,case_identity,identity_svc_05.identity.case_identity,event,restricted,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,EXCLUDED,fk.pg.cdc.identity.case_identity,,,,,PLANNED,Restricted source table; raw CDC and downstream publication are disabled.
205,1,identity,identity-platform,svc-0005,identity-05,team-001,pg-cluster-043,identity_svc_05,identity,decision_identity,identity_svc_05.identity.decision_identity,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.decision_identity,fk.pg.cdc.identity.decision_identity,bronze.identity_decision_identity,silver.identity_decision_identity,gold.identity_decision_metrics,PLANNED,Internal table approved for full CDC.
205,1,identity,identity-platform,svc-0005,identity-05,team-001,pg-cluster-050,identity_svc_05,identity,forecast_identity,identity_svc_05.identity.forecast_identity,history,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.forecast_identity,fk.pg.cdc.identity.forecast_identity,bronze.identity_forecast_identity,silver.identity_forecast_identity,gold.identity_forecast_metrics,PLANNED,Internal table approved for full CDC.
205,1,identity,identity-platform,svc-0005,identity-05,team-001,pg-cluster-047,identity_svc_05,identity,schedule_identity,identity_svc_05.identity.schedule_identity,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.schedule_identity,fk.pg.cdc.identity.schedule_identity,bronze.identity_schedule_identity,silver.identity_schedule_identity,gold.identity_schedule_metrics,PLANNED,Internal table approved for full CDC.
205,1,identity,identity-platform,svc-0005,identity-05,team-001,pg-cluster-044,identity_svc_05,identity,workflow_identity,identity_svc_05.identity.workflow_identity,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.workflow_identity,fk.pg.cdc.identity.workflow_identity,bronze.identity_workflow_identity,silver.identity_workflow_identity,gold.identity_workflow_metrics,PLANNED,Internal table approved for full CDC.
206,1,identity,identity-platform,svc-0006,identity-06,team-001,pg-cluster-055,identity_svc_06,identity,attribute_identity,identity_svc_06.identity.attribute_identity,reference,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.attribute_identity,fk.pg.cdc.identity.attribute_identity,bronze.identity_attribute_identity,silver.identity_attribute_identity,gold.identity_attribute_metrics,PLANNED,Internal table approved for full CDC.
206,1,identity,identity-platform,svc-0006,identity-06,team-001,pg-cluster-054,identity_svc_06,identity,category_identity,identity_svc_06.identity.category_identity,transactional,restricted,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,EXCLUDED,fk.pg.cdc.identity.category_identity,,,,,PLANNED,Restricted source table; raw CDC and downstream publication are disabled.
206,1,identity,identity-platform,svc-0006,identity-06,team-001,pg-cluster-058,identity_svc_06,identity,collection_identity,identity_svc_06.identity.collection_identity,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.collection_identity,fk.pg.cdc.identity.collection_identity,bronze.identity_collection_identity,silver.identity_collection_identity,gold.identity_collection_metrics,PLANNED,Internal table approved for full CDC.
206,1,identity,identity-platform,svc-0006,identity-06,team-001,pg-cluster-057,identity_svc_06,identity,media_identity,identity_svc_06.identity.media_identity,transactional,restricted,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,EXCLUDED,fk.pg.cdc.identity.media_identity,,,,,PLANNED,Restricted source table; raw CDC and downstream publication are disabled.
206,1,identity,identity-platform,svc-0006,identity-06,team-001,pg-cluster-051,identity_svc_06,identity,plan_identity,identity_svc_06.identity.plan_identity,transactional,restricted,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,EXCLUDED,fk.pg.cdc.identity.plan_identity,,,,,PLANNED,Restricted source table; raw CDC and downstream publication are disabled.
206,1,identity,identity-platform,svc-0006,identity-06,team-001,pg-cluster-060,identity_svc_06,identity,ranking_identity,identity_svc_06.identity.ranking_identity,history,restricted,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,EXCLUDED,fk.pg.cdc.identity.ranking_identity,,,,,PLANNED,Restricted source table; raw CDC and downstream publication are disabled.
206,1,identity,identity-platform,svc-0006,identity-06,team-001,pg-cluster-059,identity_svc_06,identity,relationship_identity,identity_svc_06.identity.relationship_identity,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.relationship_identity,fk.pg.cdc.identity.relationship_identity,bronze.identity_relationship_identity,silver.identity_relationship_identity,gold.identity_relationship_metrics,PLANNED,Internal table approved for full CDC.
206,1,identity,identity-platform,svc-0006,identity-06,team-001,pg-cluster-052,identity_svc_06,identity,target_identity,identity_svc_06.identity.target_identity,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.target_identity,fk.pg.cdc.identity.target_identity,bronze.identity_target_identity,silver.identity_target_identity,gold.identity_target_metrics,PLANNED,Internal table approved for full CDC.
206,1,identity,identity-platform,svc-0006,identity-06,team-001,pg-cluster-053,identity_svc_06,identity,threshold_identity,identity_svc_06.identity.threshold_identity,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.threshold_identity,fk.pg.cdc.identity.threshold_identity,bronze.identity_threshold_identity,silver.identity_threshold_identity,gold.identity_threshold_metrics,PLANNED,Internal table approved for full CDC.
206,1,identity,identity-platform,svc-0006,identity-06,team-001,pg-cluster-056,identity_svc_06,identity,variant_identity,identity_svc_06.identity.variant_identity,event,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.variant_identity,fk.pg.cdc.identity.variant_identity,bronze.identity_variant_identity,silver.identity_variant_identity,gold.identity_variant_metrics,PLANNED,Internal table approved for full CDC.
207,1,identity,identity-platform,svc-0007,identity-07,team-001,pg-cluster-066,identity_svc_07,identity,attribution_identity,identity_svc_07.identity.attribution_identity,transactional,restricted,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,EXCLUDED,fk.pg.cdc.identity.attribution_identity,,,,,PLANNED,Restricted source table; raw CDC and downstream publication are disabled.
207,1,identity,identity-platform,svc-0007,identity-07,team-001,pg-cluster-067,identity_svc_07,identity,channel_identity,identity_svc_07.identity.channel_identity,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.channel_identity,fk.pg.cdc.identity.channel_identity,bronze.identity_channel_identity,silver.identity_channel_identity,gold.identity_channel_metrics,PLANNED,Internal table approved for full CDC.
207,1,identity,identity-platform,svc-0007,identity-07,team-001,pg-cluster-063,identity_svc_07,identity,click_identity,identity_svc_07.identity.click_identity,event,restricted,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,EXCLUDED,fk.pg.cdc.identity.click_identity,,,,,PLANNED,Restricted source table; raw CDC and downstream publication are disabled.
207,1,identity,identity-platform,svc-0007,identity-07,team-001,pg-cluster-065,identity_svc_07,identity,conversion_identity,identity_svc_07.identity.conversion_identity,reference,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.conversion_identity,fk.pg.cdc.identity.conversion_identity,bronze.identity_conversion_identity,silver.identity_conversion_identity,gold.identity_conversion_metrics,PLANNED,Internal table approved for full CDC.
207,1,identity,identity-platform,svc-0007,identity-07,team-001,pg-cluster-070,identity_svc_07,identity,delivery_identity,identity_svc_07.identity.delivery_identity,history,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.identity.delivery_identity,fk.pg.cdc.identity.delivery_identity,bronze.identity_delivery_identity,silver.identity_delivery_identity,gold.identity_delivery_metrics,PLANNED,Internal table approved for full CDC.
