lesson_number,relationship_id,source_domain,source_service,source_cluster,source_database,source_schema,source_table,source_key,source_full_table,target_domain,target_service,target_cluster,target_database,target_schema,target_table,target_key,target_full_table,declared_relationship_type,cardinality,cross_cluster,declared_consistency_model,declared_sync_method,source_of_truth,event_topic,on_missing_reference,join_strategy,effective_implementation,enforcement_layer,effective_sync_method,kafka_required,dlq_topic,implementation_status,description
126,rel-000017,customer,customer-02,pg-cluster-113,customer_svc_02,customer,snapshot_customer,snapshot_id,customer_svc_02.customer.snapshot_customer,identity,identity-08,pg-cluster-077,identity_svc_08,identity,tax_identity,tax_id,identity_svc_08.identity.tax_identity,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,identity,fk.pg.relation.identity.tax_identity,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.identity.tax_identity.dlq,PLANNED,customer logically references identity; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000018,customer,customer-02,pg-cluster-120,customer_svc_02,customer,movement_customer,movement_id,customer_svc_02.customer.movement_customer,identity,identity-09,pg-cluster-088,identity_svc_09,identity,stock_identity,stock_id,identity_svc_09.identity.stock_identity,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,identity,fk.pg.relation.identity.stock_identity,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.identity.stock_identity.dlq,PLANNED,customer logically references identity; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000019,customer,customer-03,pg-cluster-127,customer_svc_03,customer,segment_customer,segment_id,customer_svc_03.customer.segment_customer,identity,identity-10,pg-cluster-099,identity_svc_10,identity,location_identity,location_id,identity_svc_10.identity.location_identity,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,identity,fk.pg.relation.identity.location_identity,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.identity.location_identity.dlq,PLANNED,customer logically references identity; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000020,customer,customer-04,pg-cluster-134,customer_svc_04,customer,line_customer,line_id,customer_svc_04.customer.line_customer,identity,identity-01,pg-cluster-010,identity_svc_01,identity,mapping_identity,mapping_id,identity_svc_01.identity.mapping_identity,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,identity,fk.pg.relation.identity.mapping_identity,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.identity.mapping_identity.dlq,PLANNED,customer logically references identity; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000021,customer,customer-01,pg-cluster-101,customer_svc_01,customer,account_customer,account_id,customer_svc_01.customer.account_customer,geo,geo-01,pg-cluster-401,geo_svc_01,geo,account_geo,account_id,geo_svc_01.geo.account_geo,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,geo,fk.pg.relation.geo.account_geo,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.geo.account_geo.dlq,PLANNED,customer logically references geo; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000022,customer,customer-01,pg-cluster-108,customer_svc_01,customer,status_customer,status_id,customer_svc_01.customer.status_customer,geo,geo-02,pg-cluster-412,geo_svc_02,geo,detail_geo,detail_id,geo_svc_02.geo.detail_geo,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,geo,fk.pg.relation.geo.detail_geo,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.geo.detail_geo.dlq,PLANNED,customer logically references geo; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000023,customer,customer-02,pg-cluster-115,customer_svc_02,customer,request_customer,request_id,customer_svc_02.customer.request_customer,geo,geo-03,pg-cluster-423,geo_svc_03,geo,policy_geo,policy_id,geo_svc_03.geo.policy_geo,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,geo,fk.pg.relation.geo.policy_geo,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.geo.policy_geo.dlq,PLANNED,customer logically references geo; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000024,customer,customer-03,pg-cluster-122,customer_svc_03,customer,configuration_customer,configuration_id,customer_svc_03.customer.configuration_customer,geo,geo-04,pg-cluster-434,geo_svc_04,geo,line_geo,line_id,geo_svc_04.geo.line_geo,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,geo,fk.pg.relation.geo.line_geo,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.geo.line_geo.dlq,PLANNED,customer logically references geo; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000025,customer,customer-03,pg-cluster-129,customer_svc_03,customer,offer_customer,offer_id,customer_svc_03.customer.offer_customer,geo,geo-05,pg-cluster-445,geo_svc_05,geo,approval_geo,approval_id,geo_svc_05.geo.approval_geo,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,geo,fk.pg.relation.geo.approval_geo,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.geo.approval_geo.dlq,PLANNED,customer logically references geo; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000026,customer,customer-04,pg-cluster-136,customer_svc_04,customer,job_customer,job_id,customer_svc_04.customer.job_customer,geo,geo-06,pg-cluster-456,geo_svc_06,geo,variant_geo,variant_id,geo_svc_06.geo.variant_geo,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,geo,fk.pg.relation.geo.variant_geo,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.geo.variant_geo.dlq,PLANNED,customer logically references geo; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000027,customer,customer-05,pg-cluster-143,customer_svc_05,customer,decision_customer,decision_id,customer_svc_05.customer.decision_customer,geo,geo-07,pg-cluster-467,geo_svc_07,geo,channel_geo,channel_id,geo_svc_07.geo.channel_geo,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,geo,fk.pg.relation.geo.channel_geo,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.geo.channel_geo.dlq,PLANNED,customer logically references geo; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000028,customer,customer-05,pg-cluster-150,customer_svc_05,customer,forecast_customer,forecast_id,customer_svc_05.customer.forecast_customer,geo,geo-08,pg-cluster-478,geo_svc_08,geo,settlement_geo,settlement_id,geo_svc_08.geo.settlement_geo,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,geo,fk.pg.relation.geo.settlement_geo,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.geo.settlement_geo.dlq,PLANNED,customer logically references geo; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000029,customer,customer-06,pg-cluster-157,customer_svc_06,customer,media_customer,media_id,customer_svc_06.customer.media_customer,geo,geo-09,pg-cluster-489,geo_svc_09,geo,return_geo,return_id,geo_svc_09.geo.return_geo,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,geo,fk.pg.relation.geo.return_geo,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.geo.return_geo.dlq,PLANNED,customer logically references geo; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000030,customer,customer-07,pg-cluster-164,customer_svc_07,customer,impression_customer,impression_id,customer_svc_07.customer.impression_customer,geo,geo-10,pg-cluster-500,geo_svc_10,geo,owner_geo,owner_id,geo_svc_10.geo.owner_geo,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,geo,fk.pg.relation.geo.owner_geo,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.geo.owner_geo.dlq,PLANNED,customer logically references geo; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000031,customer,customer-08,pg-cluster-171,customer_svc_08,customer,provider_customer,provider_id,customer_svc_08.customer.provider_customer,geo,geo-02,pg-cluster-411,geo_svc_02,geo,item_geo,item_id,geo_svc_02.geo.item_geo,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,geo,fk.pg.relation.geo.item_geo,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.geo.item_geo.dlq,PLANNED,customer logically references geo; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000032,customer,customer-08,pg-cluster-178,customer_svc_08,customer,settlement_customer,settlement_id,customer_svc_08.customer.settlement_customer,geo,geo-03,pg-cluster-422,geo_svc_03,geo,configuration_geo,configuration_id,geo_svc_03.geo.configuration_geo,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,geo,fk.pg.relation.geo.configuration_geo,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.geo.configuration_geo.dlq,PLANNED,customer logically references geo; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000033,customer,customer-09,pg-cluster-185,customer_svc_09,customer,stop_customer,stop_id,customer_svc_09.customer.stop_customer,geo,geo-04,pg-cluster-433,geo_svc_04,geo,invoice_geo,invoice_id,geo_svc_04.geo.invoice_geo,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,geo,fk.pg.relation.geo.invoice_geo,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.geo.invoice_geo.dlq,PLANNED,customer logically references geo; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000034,customer,customer-10,pg-cluster-192,customer_svc_10,customer,rating_customer,rating_id,customer_svc_10.customer.rating_customer,geo,geo-05,pg-cluster-444,geo_svc_05,geo,workflow_geo,workflow_id,geo_svc_05.geo.workflow_geo,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,geo,fk.pg.relation.geo.workflow_geo,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.geo.workflow_geo.dlq,PLANNED,customer logically references geo; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000035,customer,customer-10,pg-cluster-199,customer_svc_10,customer,location_customer,location_id,customer_svc_10.customer.location_customer,geo,geo-06,pg-cluster-455,geo_svc_06,geo,attribute_geo,attribute_id,geo_svc_06.geo.attribute_geo,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,geo,fk.pg.relation.geo.attribute_geo,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.geo.attribute_geo.dlq,PLANNED,customer logically references geo; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000036,customer,customer-01,pg-cluster-106,customer_svc_01,customer,event_customer,event_id,customer_svc_01.customer.event_customer,geo,geo-07,pg-cluster-466,geo_svc_07,geo,attribution_geo,attribution_id,geo_svc_07.geo.attribution_geo,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,geo,fk.pg.relation.geo.attribution_geo,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.geo.attribution_geo.dlq,PLANNED,customer logically references geo; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000037,customer,customer-02,pg-cluster-113,customer_svc_02,customer,snapshot_customer,snapshot_id,customer_svc_02.customer.snapshot_customer,geo,geo-08,pg-cluster-477,geo_svc_08,geo,tax_geo,tax_id,geo_svc_08.geo.tax_geo,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,geo,fk.pg.relation.geo.tax_geo,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.geo.tax_geo.dlq,PLANNED,customer logically references geo; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000038,customer,customer-02,pg-cluster-120,customer_svc_02,customer,movement_customer,movement_id,customer_svc_02.customer.movement_customer,geo,geo-09,pg-cluster-488,geo_svc_09,geo,stock_geo,stock_id,geo_svc_09.geo.stock_geo,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,geo,fk.pg.relation.geo.stock_geo,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.geo.stock_geo.dlq,PLANNED,customer logically references geo; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000039,customer,customer-03,pg-cluster-127,customer_svc_03,customer,segment_customer,segment_id,customer_svc_03.customer.segment_customer,geo,geo-10,pg-cluster-499,geo_svc_10,geo,location_geo,location_id,geo_svc_10.geo.location_geo,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,geo,fk.pg.relation.geo.location_geo,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.geo.location_geo.dlq,PLANNED,customer logically references geo; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000040,customer,customer-04,pg-cluster-134,customer_svc_04,customer,line_customer,line_id,customer_svc_04.customer.line_customer,geo,geo-01,pg-cluster-410,geo_svc_01,geo,mapping_geo,mapping_id,geo_svc_01.geo.mapping_geo,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,geo,fk.pg.relation.geo.mapping_geo,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.geo.mapping_geo.dlq,PLANNED,customer logically references geo; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
